project	bug_ID	priority	type	bug_URL	shared	created_time	patch_URL			
Hibernate	HHH-11969	critical	T2.3.2	https://hibernate.atlassian.net/browse/HHH-11969	no	2017/9/6	https://github.com/hibernate/hibernate-orm/commit/d7a87b3d5a02fa09b122bb08281013ca495ddee0			
Hibernate	HHH-11797	critical	T2.2.1	https://hibernate.atlassian.net/browse/HHH-11797	yes	2017/6/8	https://github.com/hibernate/hibernate-orm/pull/3044/files			
Hibernate	HHH-11650	critical	T2.2.2	https://hibernate.atlassian.net/browse/HHH-11650	no	2017/4/20	https://github.com/hibernate/hibernate-orm/pull/1886/files			
Hibernate	HHH-11634	critical	T2.2.1	https://hibernate.atlassian.net/browse/HHH-11634	yes	2017/4/14	https://github.com/hibernate/hibernate-orm/commit/020414e1aa79058c8a3196898a815079c38a8315			
Hibernate	HHH-11612	critical	T2.4.1	https://hibernate.atlassian.net/browse/HHH-11612	yes	2017/4/4	https://github.com/hibernate/hibernate-orm/commit/68fa5d8f9e766f94f60e67a37bd401b9420c4108			
Hibernate	HHH-11576	critical	T2.1.1	https://hibernate.atlassian.net/browse/HHH-11576	yes	2017/3/17	https://github.com/hibernate/hibernate-orm/commit/a5c70873163b13551c4fc69e522b4794d58f8d82			
Hibernate	HHH-11549	critical	T2.2.2	https://hibernate.atlassian.net/browse/HHH-11549	no	2017/3/6	https://github.com/hibernate/hibernate-orm/pull/1835/files			
Hibernate	HHH-11465	critical	T2.2.2	https://hibernate.atlassian.net/browse/HHH-11465	no	2017/2/7	https://github.com/hibernate/hibernate-orm/commit/1347ee62506626254b96484ceb898aaa2a7e8764			
Hibernate	HHH-11440	critical	T2.2.2	https://hibernate.atlassian.net/browse/HHH-11440	yes	2017/2/2	https://github.com/hibernate/hibernate-orm/pull/2211/files			
Hibernate	HHH-11410	critical	T2.2.2	https://hibernate.atlassian.net/browse/HHH-11410	no	2017/1/19	https://github.com/hibernate/hibernate-orm/pull/1775/files			
Hibernate	HHH-15379	major	T2.2.3	https://hibernate.atlassian.net/browse/HHH-15379	no	2020/6/30	https://github.com/hibernate/hibernate-orm/pull/5142/files			
Hibernate	HHH-15371	major	T2.2.2	https://hibernate.atlassian.net/browse/HHH-15371	no	2022/6/29	https://github.com/hibernate/hibernate-orm/pull/5156/files			
Hibernate	HHH-15361	major	T2.2.2	https://hibernate.atlassian.net/browse/HHH-15361	no	2022/6/24	https://github.com/hibernate/hibernate-orm/pull/5134/files			
Hibernate	HHH-15360	major	T2.2.2	https://hibernate.atlassian.net/browse/HHH-15360	no	2022/6/24	https://github.com/hibernate/hibernate-orm/pull/5133/files			
Hibernate	HHH-15359	major	T1/P.1	https://hibernate.atlassian.net/browse/HHH-15359	yes	2022/6/23	https://github.com/hibernate/hibernate-orm/pull/5230/files			
NHibernate	NH-3929	blocker	T2.2.3	https://nhibernate.jira.com/browse/NH-3929	no	2017/1/5	https://github.com/nhibernate/nhibernate-core/pull/548/files			
NHibernate	NH#2127	critical	T2.2.2	https://github.com/nhibernate/nhibernate-core/issues/2127	no	2019/4/14	https://github.com/nhibernate/nhibernate-core/pull/2128/files			
NHibernate	NH#1953	critical	T2.2.1	https://github.com/nhibernate/nhibernate-core/issues/1953	yes	2019/1/3	https://github.com/nhibernate/nhibernate-core/pull/1959/files			
NHibernate	NH#1874	critical	T1/P.1	https://github.com/nhibernate/nhibernate-core/issues/1874	yes	2018/10/16	https://github.com/nhibernate/nhibernate-core/pull/1878/files			
NHibernate	NH#1372	critical	T2.2.2	https://github.com/nhibernate/nhibernate-core/issues/1372	no	2017/4/12	https://github.com/nhibernate/nhibernate-core/commit/f91c3b2e5048fe1a0d35668aeb684a691aab6e28			
NHibernate	NH#2552	critical	T1/P.1	https://github.com/nhibernate/nhibernate-core/issues/2552	yes	2020/9/18	https://github.com/nhibernate/nhibernate-core/pull/2576/files			
NHibernate	NH#2862	major	T2.2.2	https://github.com/nhibernate/nhibernate-core/issues/2862	no	2022/2/15	https://github.com/nhibernate/nhibernate-core/pull/2944/files			
NHibernate	NH#2750	major	T2.2.1	https://github.com/nhibernate/nhibernate-core/issues/2750	yes	2021/5/7	https://github.com/nhibernate/nhibernate-core/pull/2755/files			
NHibernate	NH#2659	major	T2.2.3	https://github.com/nhibernate/nhibernate-core/issues/2659	no	2021/2/3	https://github.com/nhibernate/nhibernate-core/pull/2664/files			
NHibernate	NH#2468	major	T2.2.2	https://github.com/nhibernate/nhibernate-core/issues/2468	no	2020/8/4	https://github.com/nhibernate/nhibernate-core/pull/2469/files			
NHibernate	NH#2043	major	T2.2.1	https://github.com/nhibernate/nhibernate-core/issues/2043	yes	2019/3/8	https://github.com/nhibernate/nhibernate-core/pull/2069/files#			
NHibernate	NH#1920	major	T2.2.1	https://github.com/nhibernate/nhibernate-core/issues/1920	yes	2018/12/5	https://github.com/nhibernate/nhibernate-core/pull/1925/files#			
NHibernate	NH#1888	major	T2.2.1	https://github.com/nhibernate/nhibernate-core/issues/1888	yes	2018/10/26	https://github.com/nhibernate/nhibernate-core/pull/1891/files			
NHibernate	NH#1732	major	T2.2.1	https://github.com/nhibernate/nhibernate-core/issues/1732	yes	2018/6/5	https://github.com/nhibernate/nhibernate-core/pull/1734/files			
NHibernate	NH#1730	major	T1/P.1	https://github.com/nhibernate/nhibernate-core/issues/1730	yes	2018/6/5	https://github.com/nhibernate/nhibernate-core/pull/1731/files			
NHibernate	NH#1685	major	T2.2.2	https://github.com/nhibernate/nhibernate-core/issues/1685	no	2018/4/27	https://github.com/nhibernate/nhibernate-core/pull/1685/files			
NHibernate	NH#1667	major	T2.3.3	https://github.com/nhibernate/nhibernate-core/issues/1667	no	2018/4/17	https://github.com/nhibernate/nhibernate-core/pull/1679/files			
NHibernate	NH#1660	major	T2.2.2	https://github.com/nhibernate/nhibernate-core/issues/1660	no	2018/4/13	https://github.com/nhibernate/nhibernate-core/pull/1661/files			
NHibernate	NH#1645	major	T2.2.1	https://github.com/nhibernate/nhibernate-core/issues/1645	yes	2018/4/9	https://github.com/nhibernate/nhibernate-core/pull/1647/files			
NHibernate	NH#1628	major	T2.2.1	https://github.com/nhibernate/nhibernate-core/issues/1628	yes	2018/3/28	https://github.com/nhibernate/nhibernate-core/pull/1630/files			
NHibernate	NH#1594	major	T2.2.2	https://github.com/nhibernate/nhibernate-core/issues/1594	no	2018/3/6	https://github.com/nhibernate/nhibernate-core/pull/1596/files			
NHibernate	NH#1478	major	T2.2.2	https://github.com/nhibernate/nhibernate-core/issues/1478	no	2017/12/8	https://github.com/nhibernate/nhibernate-core/pull/1479/files			
NHibernate	NH#1468	major	T2.2.3	https://github.com/nhibernate/nhibernate-core/issues/1468	no	2017/12/2	https://github.com/nhibernate/nhibernate-core/pull/1470/files			
NHibernate	NH#1427	major	T2.2.2	https://github.com/nhibernate/nhibernate-core/issues/1427	no	2017/11/6	https://github.com/nhibernate/nhibernate-core/pull/1428/files			
NHibernate	NH#1419	major	T2.1.3	https://github.com/nhibernate/nhibernate-core/issues/1419	yes	2017/11/3	https://github.com/nhibernate/nhibernate-core/pull/1420/files			
NHibernate	NH#1358	major	T2.2.2	https://github.com/nhibernate/nhibernate-core/issues/1358	no	2017/4/27	https://github.com/nhibernate/nhibernate-core/pull/609/files			
NHibernate	NH#1357	major	T2.2.2	https://github.com/nhibernate/nhibernate-core/issues/1357	no	2017/4/12	https://github.com/nhibernate/nhibernate-core/pull/1428/files			
NHibernate	NH#1355	major	T2.2.2	https://github.com/nhibernate/nhibernate-core/issues/1355	no	2017/1/3	https://github.com/nhibernate/nhibernate-core/pull/1670/files			
NHibernate	NH#879	major	T2.1.2	https://github.com/nhibernate/nhibernate-core/issues/879	yes	2017/10/12	https://github.com/nhibernate/nhibernate-core/pull/1415/files			
NHibernate	NH-3955	major	T2.2.1	https://nhibernate.jira.com/browse/NH-3955	yes	2017/3/4	https://github.com/nhibernate/nhibernate-core/pull/564/files			
NHibernate	NH-3954	major	T2.2.2	https://nhibernate.jira.com/browse/NH-3954	no	2017/3/3	https://github.com/nhibernate/nhibernate-core/pull/561/files			
NHibernate	NH-3946	major	T2.2.3	https://nhibernate.jira.com/browse/NH-3946	no	2017/2/13	https://github.com/nhibernate/nhibernate-core/pull/553/files			
NHibernate	NH-3931	major	T1/P.1	https://nhibernate.jira.com/browse/NH-3931	yes	2017/1/8	https://github.com/nhibernate/nhibernate-core/pull/582/files			
JTS	JTS#852	N/A	T1/P.2	https://github.com/locationtech/jts/issues/852	yes	2022/3/18	https://github.com/locationtech/jts/pull/867/files#			
JTS	JTS#850	N/A	T1/P.2	https://github.com/locationtech/jts/issues/850	yes	2022/3/17	https://github.com/locationtech/jts/pull/851/files			
JTS	JTS#827	N/A	T1/P.2	https://github.com/locationtech/jts/issues/827	yes	2022/1/13	https://github.com/locationtech/jts/pull/828/files#			
JTS	JTS#798	N/A	T1/P.2	https://github.com/locationtech/jts/issues/798	yes	2021/11/4	https://github.com/locationtech/jts/pull/812/files			
JTS	JTS#793	N/A	T1/P.2	https://github.com/locationtech/jts/issues/793	yes	2021/11/1	https://github.com/locationtech/jts/pull/794/files			
JTS	JTS#789	N/A	T1/P.2	https://github.com/locationtech/jts/issues/789	yes	2021/10/26	https://github.com/locationtech/jts/pull/790/files			
JTS	JTS#785	N/A	T1/P.2	https://github.com/locationtech/jts/issues/785	yes	2021/10/19	https://github.com/locationtech/jts/pull/786/files#			
JTS	JTS#736	N/A	T2.2.1	https://github.com/locationtech/jts/issues/736	yes	2021/6/5	https://github.com/locationtech/jts/pull/737/files			
JTS	JTS#720	N/A	T1/P.2	https://github.com/locationtech/jts/issues/720	yes	2021/3/20	https://github.com/locationtech/jts/pull/740/files			
JTS	JTS#716	N/A	T1/P.2	https://github.com/locationtech/jts/issues/716	yes	2021/3/13	https://github.com/locationtech/jts/pull/717/files			
JTS	JTS#691	N/A	T1/P.2	https://github.com/locationtech/jts/issues/691	yes	2021/2/10	https://github.com/locationtech/jts/pull/692/files			
JTS	JTS#662	N/A	T2.2.2	https://github.com/locationtech/jts/issues/662	no	2021/1/11	https://github.com/locationtech/jts/commit/9a6537e3b03af40cd01737e997ed7250f7a94c31			
JTS	JTS#635	N/A	T2.2.1	https://github.com/locationtech/jts/issues/635	yes	2020/11/17	https://github.com/locationtech/jts/pull/637			
JTS	JTS#627	N/A	T1/P.2	https://github.com/locationtech/jts/issues/627	yes	2020/10/29	https://github.com/locationtech/jts/pull/628/files			
JTS	JTS#621	N/A	T2.2.1	https://github.com/locationtech/jts/issues/621	yes	2020/10/28	https://github.com/locationtech/jts/pull/622/files#			
JTS	JTS#598	N/A	T2.2.2	https://github.com/locationtech/jts/issues/598	no	2020/9/23	https://github.com/locationtech/jts/pull/600/files			
JTS	JTS#581	N/A	T2.2.1	https://github.com/locationtech/jts/issues/581	yes	2020/8/15	https://github.com/locationtech/jts/pull/589/files#			
JTS	JTS#571	N/A	T1/P.2	https://github.com/locationtech/jts/issues/571	yes	2020/8/5	https://github.com/locationtech/jts/pull/572/files	https://github.com/locationtech/jts/pull/574/files		
JTS	JTS#552	N/A	T2.2.2	https://github.com/locationtech/jts/issues/552	no	2020/6/22	https://github.com/locationtech/jts/pull/553/files#			
JTS	JTS#527	N/A	T1/P.2	https://github.com/locationtech/jts/issues/527	yes	2020/3/27	https://github.com/locationtech/jts/pull/528/files			
JTS	JTS#523	N/A	T1/P.2	https://github.com/locationtech/jts/issues/523	yes	2020/3/18	https://github.com/locationtech/jts/pull/525/files			
JTS	JTS#520	N/A	T1/P.2	https://github.com/locationtech/jts/issues/520	yes	2020/3/12	https://github.com/locationtech/jts/pull/522/files			
JTS	JTS#498	N/A	T1/P.2	https://github.com/locationtech/jts/issues/498	yes	2019/11/29	https://github.com/locationtech/jts/pull/655/files			
JTS	JTS#472	N/A	T1/P.2	https://github.com/locationtech/jts/issues/472	yes	2019/9/7	https://github.com/locationtech/jts/pull/706/files			
JTS	JTS#465	N/A	T2.2.2	https://github.com/locationtech/jts/issues/465	no	2019/8/23	https://github.com/locationtech/jts/commit/087dd40dda91779ef166c26c71cbb5c738e69bab			
JTS	JTS#464	N/A	T1/P.2	https://github.com/locationtech/jts/issues/464	yes	2019/8/22	https://github.com/locationtech/jts/pull/468/files			
JTS	JTS#461	N/A	T1/P.2	https://github.com/locationtech/jts/issues/461	yes	2019/8/21	https://github.com/locationtech/jts/pull/462/files			
JTS	JTS#447	N/A	T1/P.2	https://github.com/locationtech/jts/issues/447	yes	2019/7/16	https://github.com/locationtech/jts/pull/448/files			
JTS	JTS#412	N/A	T1/P.2	https://github.com/locationtech/jts/issues/412	yes	2019/4/12	https://github.com/locationtech/jts/pull/415/files			
JTS	JTS#380	N/A	T2.2.1	https://github.com/locationtech/jts/issues/380	yes	2019/2/23	https://github.com/locationtech/jts/pull/381/files			
JTS	JTS#378	N/A	T1/P.2	https://github.com/locationtech/jts/issues/378	yes	2019/2/20	https://github.com/locationtech/jts/pull/379/files#			
JTS	JTS#356	N/A	T1/P.2	https://github.com/locationtech/jts/issues/356	yes	2018/12/6	https://github.com/locationtech/jts/pull/360/files			
JTS	JTS#324	N/A	T1/P.2	https://github.com/locationtech/jts/issues/324	yes	2018/10/6	https://github.com/locationtech/jts/pull/648/files			
JTS	JTS#314	N/A	T1/P.2	https://github.com/locationtech/jts/issues/314	yes	2018/9/17	https://github.com/locationtech/jts/pull/449/files			
NTS	NTS#594	N/A	T2.2.1	https://github.com/NetTopologySuite/NetTopologySuite/issues/594	yes	2022/2/15	https://github.com/NetTopologySuite/NetTopologySuite/commit/2b037fc3cad58740696481fedaa2af0c4fba4a4f			
NTS	NTS#589	N/A	T2.1.3	https://github.com/NetTopologySuite/NetTopologySuite/issues/589	yes	2022/2/7	https://github.com/NetTopologySuite/NetTopologySuite/commit/e94157ac19e97fbbdf0808f18bac8ea899288516			
NTS	NTS#567	N/A	T2.1.3	https://github.com/NetTopologySuite/NetTopologySuite/issues/567	yes	2021/10/26	https://github.com/NetTopologySuite/NetTopologySuite/commit/a9becc07dcad66fc9405d1869364ac8e6ce8650d			
NTS	NTS#554	N/A	T2.2.1	https://github.com/NetTopologySuite/NetTopologySuite/issues/554	yes	2021/10/2	https://github.com/NetTopologySuite/NetTopologySuite/commit/83f3f44c89eeca82e4c0a03e645f257010d8cc44			
NTS	NTS#449	N/A	T2.1.2	https://github.com/NetTopologySuite/NetTopologySuite/issues/449	yes	2021/11/17	https://github.com/NetTopologySuite/NetTopologySuite/commit/f28db4e10837a87d8ba48c410bf53d3b4646e254			
NTS	NTS#405	N/A	T2.2.2	https://github.com/NetTopologySuite/NetTopologySuite/issues/405	no	2020/4/28	https://github.com/NetTopologySuite/NetTopologySuite/commit/5c19479d3c9fc1ac4b9ae1461ec5084c2bef1417			
NTS	NTS#389	N/A	T2.2.1	https://github.com/NetTopologySuite/NetTopologySuite/issues/389	yes	2020/3/3	https://github.com/NetTopologySuite/NetTopologySuite/commit/628ecb4f0f4c0fd450b76e2fc65a2a51117e32ea			
NTS	NTS#380	N/A	T2.4.2	https://github.com/NetTopologySuite/NetTopologySuite/issues/380	yes	2020/1/29	https://github.com/NetTopologySuite/NetTopologySuite/commit/29036e18e52353b51d295d7e250513c4f01a607e			
NTS	NTS#371	N/A	T2.2.1	https://github.com/NetTopologySuite/NetTopologySuite/issues/371	yes	2019/12/8	https://github.com/NetTopologySuite/NetTopologySuite/commit/f541fb96d63bcd5bd4f93b391edc4c9755d60ecf#			
NTS	NTS#354	N/A	T2.2.2	https://github.com/NetTopologySuite/NetTopologySuite/issues/354	no	2019/10/4	https://github.com/NetTopologySuite/NetTopologySuite/pull/370/files			
NTS	NTS#345	N/A	T2.4.2	https://github.com/NetTopologySuite/NetTopologySuite/issues/345	yes	2019/9/16	https://github.com/NetTopologySuite/NetTopologySuite/pull/372/files			
NTS	NTS#337	N/A	T2.3.2	https://github.com/NetTopologySuite/NetTopologySuite/issues/337	no	2019/9/2	https://github.com/NetTopologySuite/NetTopologySuite/commit/64a572031a9c553d794ce5421fb61a6c6a67b9eb			
NTS	NTS#326	N/A	T2.4.2	https://github.com/NetTopologySuite/NetTopologySuite/issues/326	yes	2019/6/28	https://github.com/NetTopologySuite/NetTopologySuite/commit/ec80c0995e610ced8aa6f45681f25997d6baa23a#			
NTS	NTS#289	N/A	T2.2.1	https://github.com/NetTopologySuite/NetTopologySuite/issues/289	yes	2019/2/28	https://github.com/NetTopologySuite/NetTopologySuite/commit/b9e2c64cbdf5dfa0f00ea73cd3101be5a54302e7#			
NTS	NTS#283	N/A	T2.3.2	https://github.com/NetTopologySuite/NetTopologySuite/issues/283	no	2019/2/19	https://github.com/NetTopologySuite/NetTopologySuite/pull/286/commits/1dce264fd0397c2c87616844dc49e7848349c0c1			
NTS	NTS#234	N/A	T2.4.2	https://github.com/NetTopologySuite/NetTopologySuite/issues/234	yes	2018/5/3	https://github.com/NetTopologySuite/NetTopologySuite/pull/235/files			
NTS	NTS#198	N/A	T2.3.3	https://github.com/NetTopologySuite/NetTopologySuite/issues/198	no	2017/10/17	https://github.com/NetTopologySuite/NetTopologySuite/commit/64e19b0d42ad2955f971dc249839fb76850733d0			
NTS	NTS#192	N/A	T2.3.1	https://github.com/NetTopologySuite/NetTopologySuite/issues/192	yes	2017/9/30	https://github.com/NetTopologySuite/NetTopologySuite/pull/193/files			
NTS	NTS#176	N/A	T2.3.3	https://github.com/NetTopologySuite/NetTopologySuite/issues/176	no	2017/7/19	https://github.com/NetTopologySuite/NetTopologySuite/commit/d263e6d57a9c95b86f0086215c740a7841721117			
Log4j2	LOG4J2-3463	blocker	T2.2.3	https://issues.apache.org/jira/browse/LOG4J2-3463	no	2022/4/4	https://github.com/apache/logging-log4j2/pull/804/files			
Log4j2	LOG4J2-3419	blocker	T2.2.3	https://issues.apache.org/jira/browse/LOG4J2-3419	no	2022/3/1	https://github.com/apache/logging-log4j2/pull/794/files https://github.com/apache/logging-log4j2/pull/789/files			
Log4j2	LOG4J2-3328	blocker	T2.2.3	https://issues.apache.org/jira/browse/LOG4J2-3328	no	2022/1/10	https://github.com/apache/logging-log4j2/pull/704/files			
Log4j2	LOG4J2-3281	blocker	T2.2.3	https://issues.apache.org/jira/browse/LOG4J2-3281	no	2021/12/23	https://github.com/apache/logging-log4j2/commit/79d6427			
Log4j2	LOG4J2-3247	blocker	T2.2.3	https://issues.apache.org/jira/browse/LOG4J2-3247	no	2021/12/16	https://github.com/apache/logging-log4j2/commit/8908e1d			
Log4j2	LOG4J2-3237	blocker	T2.2.3	https://issues.apache.org/jira/browse/LOG4J2-3237	no	2021/12/15	https://github.com/apache/logging-log4j2/commit/885ca8d			
Log4j2	LOG4J2-2901	blocker	T2.2.2	https://issues.apache.org/jira/browse/LOG4J2-2901	no	2020/7/29	https://github.com/apache/logging-log4j2/commit/82dd809b94142078ee2ed1396a6054821120b41a			
Log4j2	LOG4J2-2889	blocker	T2.2.2	https://issues.apache.org/jira/browse/LOG4J2-2889	no	2020/7/20	https://github.com/apache/logging-log4j2/pull/419/files https://github.com/apache/logging-log4j2/pull/423/files			
Log4j2	LOG4J2-2828	blocker	T2.2.2	https://issues.apache.org/jira/browse/LOG4J2-2828	no	2020/4/22	https://github.com/apache/logging-log4j2/commit/937c877			
Log4j2	LOG4J2-2624	blocker	T2.2.3	https://issues.apache.org/jira/browse/LOG4J2-2624	no	2019/6/4	https://github.com/apache/logging-log4j2/commit/516756119ff74cb5b4bcbea425bf6b26ec630f63			
Log4j2	LOG4J2-2578	blocker	T2.2.3	https://issues.apache.org/jira/browse/LOG4J2-2578	no	2019/4/1	https://github.com/apache/logging-log4j-audit/pull/18			
Log4j2	LOG4J2-2564	blocker	T2.2.2	https://issues.apache.org/jira/browse/LOG4J2-2564	no	2019/3/13	https://github.com/apache/logging-log4j2/pull/268/files			
Log4j2	LOG4J2-2377	blocker	T2.2.3	https://issues.apache.org/jira/browse/LOG4J2-2377	no	2018/7/18	https://github.com/apache/logging-log4j2/commit/9acc19c			
Log4j2	LOG4J2-2211	blocker	T2.2.2	https://issues.apache.org/jira/browse/LOG4J2-2211	no	2018/1/23	https://github.com/apache/logging-log4j2/commit/bb1793874d3fada1c55dfe265e7a9d7ed4aa4c74			
Log4j2	LOG4J2-2134	blocker	T2.2.2	https://issues.apache.org/jira/browse/LOG4J2-2134	no	2017/11/28	https://github.com/apache/logging-log4j2/pull/221/files			
Log4j2	LOG4J2-2061	blocker	T2.2.2	https://issues.apache.org/jira/browse/LOG4J2-2061	no	2017/9/29	https://github.com/apache/logging-log4j2/commit/40bed92d80e32e999da27f2f507e81d4d6186d01			
Log4j2	LOG4J2-2058	blocker	T2.2.3	https://issues.apache.org/jira/browse/LOG4J2-2058	no	2017/9/26	https://github.com/apache/logging-log4j2/commit/42d01250823c74c9a25b371ba928deab1a9f62af			
Log4j2	LOG4J2-1936	blocker	T2.3.2	https://issues.apache.org/jira/browse/LOG4J2-1936	no	2017/6/12	https://github.com/apache/logging-log4j2/commit/d9cadbe			
Log4j2	LOG4J2-1920	blocker	T2.3.3	https://issues.apache.org/jira/browse/LOG4J2-1920	no	2017/3/24	https://github.com/apache/logging-log4j2/commit/96aeca3827fbf5c0aa4b64d2b2bf7cd887325fea			
Log4j2	LOG4J2-1799	blocker	T2.2.3	https://issues.apache.org/jira/browse/LOG4J2-1799	no	2017/1/25	https://github.com/apache/logging-log4j2/pull/57/files			
Log4j2	LOG4J2-3204	critical	T2.2.2	https://issues.apache.org/jira/browse/LOG4J2-3204	no	2021/12/10	https://github.com/apache/logging-log4j2/pull/617/files			
Log4j2	LOG4J2-3185	critical	T2.2.2	https://issues.apache.org/jira/browse/LOG4J2-3185	no	2021/12/7	https://github.com/apache/logging-log4j2/pull/596/files			
Log4j2	LOG4J2-3168	critical	T2.2.2	https://issues.apache.org/jira/browse/LOG4J2-3168	no	2021/9/27	https://github.com/apache/logging-log4j2/commit/9df31f7			
Log4j2	LOG4J2-2680	critical	T2.2.2	https://issues.apache.org/jira/browse/LOG4J2-2680	no	2019/8/22	https://github.com/apache/logging-log4j2/pull/304/files			
Log4j2	LOG4J2-2592	critical	T2.2.2	https://issues.apache.org/jira/browse/LOG4J2-2592	no	2019/4/16	https://github.com/apache/logging-log4j2/commit/50bb62efa0373600faddb4677f272e891c85c906			
Log4j2	LOG4J2-2575	critical	T2.2.2	https://issues.apache.org/jira/browse/LOG4J2-2575	no	2019/3/25	https://github.com/apache/logging-log4j2/commit/07787ec			
Log4j2	LOG4J2-2338	critical	T2.2.3	https://issues.apache.org/jira/browse/LOG4J2-2338	no	2018/7/21	https://github.com/apache/logging-log4j2/pull/196/files			
Log4j2	LOG4J2-2247	critical	T2.2.2	https://issues.apache.org/jira/browse/LOG4J2-2247	no	2018/2/13	https://github.com/apache/logging-log4j2/commit/6d1fc53			
Log4j2	LOG4J2-2158	critical	T2.2.3	https://issues.apache.org/jira/browse/LOG4J2-2158	no	2017/12/21	https://github.com/apache/logging-log4j2/pull/139/files			
Log4j2	LOG4J2-1934	critical	T2.2.3	https://issues.apache.org/jira/browse/LOG4J2-1934	no	2017/6/7	https://github.com/apache/logging-log4j2/commit/de7487ed22b03f5c1a73ddb8f8d0f8bc89b8f4d8			
Log4net	LOG4NET-559	blocker	T2.2.2	https://issues.apache.org/jira/browse/LOG4NET-559	no	2017/3/13	https://github.com/apache/logging-log4net/commit/2781b83bd1ef3a15dd7b0f17934fdbf22a691a35			
Log4net	LOG4NET-646	critical	T2.2.2	https://issues.apache.org/jira/browse/LOG4NET-646	no	2020/3/13	https://github.com/apache/logging-log4net/commit/2c44d647ff94fbc42b0785ab2e03d3ac31f7e229			
Log4net	LOG4NET-671	major	T2.2.2	https://issues.apache.org/jira/browse/LOG4NET-671	no	2021/7/22	https://github.com/apache/logging-log4net/pull/79/files			
Log4net	LOG4NET-653	major	T2.2.2	https://issues.apache.org/jira/browse/LOG4NET-653	no	2020/9/28	https://github.com/apache/logging-log4net/pull/70/files			
Log4net	LOG4NET-671	major	T2.2.2	https://issues.apache.org/jira/browse/LOG4NET-671	no	2020/9/18	https://github.com/apache/logging-log4net/commit/d8808ec5acab2cfe294f38b6891d5f6f29bd9095			
Log4net	LOG4NET-586	major	T2.2.3	https://issues.apache.org/jira/browse/LOG4NET-586	no	2017/12/18	https://github.com/apache/logging-log4net/pull/22/files			
Log4net	LOG4NET-581	critical	T2.2.3	https://issues.apache.org/jira/browse/LOG4NET-581	no	2017/12/8	https://github.com/apache/logging-log4net/commit/68aaff9a4cd8ad69480a673ba639557078961165			
Log4net	LOG4NET-554	major	T2.3.3	https://issues.apache.org/jira/browse/LOG4NET-554	no	2017/2/16	https://github.com/apache/logging-log4net/commit/201ad1ae3ced298e77469f99e548244a7f772b06			
